file_path,mineral_name,formula,reference
/Volumes/Sajid's SSD/MinX-EQ/Nickeline/0_Nickeline_298.00_1.00_.cif,Nickeline,Ni As,"Aminoff G., Untersuchungen ueber die Kristallstrukturen von Wurtzit und Rotnickelkies. _cod_database_code 1011052, Zeitschrift fur Kristallographie, 58, 203–219 (1923)."
/Volumes/Sajid's SSD/MinX-EQ/Norrishite/0_Norrishite_298.00_1.00_.cif,Norrishite,K Li Mn₂ Si₄ O₁₂,"Tyrna P. L., Guggenheim S., The crystal structure of norrishite, KLiMn2Si4O12: An oxygen-rich mica, American Mineralogist, 76, 266–271 (1991)."
/Volumes/Sajid's SSD/MinX-EQ/Phase-A/0_Phase-A_298.00_1.00_.cif,Phase-A,Mg₇ Si₂ O₁₄,"Horiuchi H., Morimoto N., Yamamoto K., Akimoto S. I., Crystal structure of 2Mg2SiO4.3Mg(OH)2, a new high-pressure structure type, American Mineralogist, 64, 593–598 (1979)."
/Volumes/Sajid's SSD/MinX-EQ/Xenotime-(Lu)/0_Xenotime-(Lu)_298.00_1.00_.cif,Xenotime-(Lu),Lu P O₄,"Ni Y., Hughes J. M., Mariano A. N., Crystal chemistry of the monazite and xenotime structures, American Mineralogist, 80, 21–26 (1995)."
/Volumes/Sajid's SSD/MinX-EQ/Cuprostibite/0_Cuprostibite_298.00_1.00_.cif,Cuprostibite,Cu₂ Sb,"Pearson W. B., The Cu2Sb and related structures, Zeitschrift fur Kristallographie, 171, 23–39 (1985)."
/Volumes/Sajid's SSD/MinX-EQ/Cesium/0_Cesium_5.00_1.00_.cif,Cesium,Cs,"Barrett C. S., X-ray study of the alkali metals at low temperatures Sample: at T = 5 K Note: lattice parameters are average of 4 values, Acta Crystallographica, 9, 671–677 (1956)."
/Volumes/Sajid's SSD/MinX-EQ/Miersite/0_Miersite_298.00_0.00_.cif,Miersite,Ag I,"Hull S., Keen D. A., Pressure-induced phase transitions in AgCl, AgBr, and AgI Sample: P = 0.0 GPa, Phase II', Physical Review, B59, 750–761 (1999)."
/Volumes/Sajid's SSD/MinX-EQ/Niggliite/0_Niggliite_298.00_1.00_.cif,Niggliite,Pt Sn,"Wyckoff R. W. G., Second edition. Interscience Publishers, New York, New York Note: ideal nickel arsenide structure, Crystal Structures, 1, 85–237 (1963)."
/Volumes/Sajid's SSD/MinX-EQ/Wurtzite-6H/0_Wurtzite-6H_298.00_1.00_.cif,Wurtzite-6H,Zn S,"Myer G. H., Hydrothermal wurtzite at Thomaston Dam, Connecticut, American Mineralogist, 47, 977–979 (1962)."
/Volumes/Sajid's SSD/MinX-EQ/Petersenite-(Ce)/0_Petersenite-(Ce)_298.00_1.00_.cif,Petersenite-(Ce),Na₄ Ce₂ C₅ O₁₅,"Grice J. D., Velthuizen J. V., Gault R. A., Petersenite-(Ce), a new mineral from Mont Saint-Hilaire, and its structural relationship to other REE carbonates, The Canadian Mineralogist, 32, 405–414 (1994)."
/Volumes/Sajid's SSD/MinX-EQ/Quartz/0_Quartz_298.00_1.00_.cif,Quartz,Si O₂,"Levien L., Prewitt C. T., Weidner D. J., Structure and elastic properties of quartz at pressure P = 1 atm, American Mineralogist, 65, 920–930 (1980)."
/Volumes/Sajid's SSD/MinX-EQ/Edgarite/0_Edgarite_298.00_1.00_.cif,Edgarite,Fe Nb₃ S₆,"Anzenhofer K., van den. Berg. J. M., Cossee P., Helle J. N., The crystal structures and magnetic susceptibilities of MnNb3S6, FeNb3S6, CoNb3S6 and NiNb3S6, Journal of Physics and Chemistry of Solids, 31, 1057–1067 (1970)."
/Volumes/Sajid's SSD/MinX-EQ/Tridymite/0_Tridymite_298.00_1.00_.cif,Tridymite,Si O₂,"Dollase W. A., Baur W. H., The superstructure of meteoritic low tridymite solved by computer simulation, American Mineralogist, 61, 971–978 (1976)."
/Volumes/Sajid's SSD/MinX-EQ/Garrelsite/0_Garrelsite_298.00_1.00_.cif,Garrelsite,Na Ba₃ Si₂ B₇ O₂₀ H₄,"Ghose S., Wan C., Ulbrich H. H., Structural chemistry of borosilicates. I. Garrelsite, NaBa3Si2B7O16(OH)4, a silicoborate with the pentaborate [B5O12]9- polyanion, Acta Crystallographica, Section B, 32, 824–832 (1976)."
/Volumes/Sajid's SSD/MinX-EQ/Preobrazhenskite/0_Preobrazhenskite_298.00_1.00_.cif,Preobrazhenskite,Mg₃ B₁₁ H₉ O₂₄,"Burns P. C., Hawthorne F. C., Structure and hydrogen bonding in preobrazhenskite, a complex heteropolyhedral borate, The Canadian Mineralogist, 32, 387–396 (1994)."
/Volumes/Sajid's SSD/MinX-EQ/Arupite/0_Arupite_298.00_1.00_.cif,Arupite,Ni₃ P₂ O₁₆ H₁₆,"Shouwen J., Wang D., Gao X., Wen X., Zhou J., Poly[octaaquadi-mu-phosphato-tri-nickel(II)], Acta Crystallographica, Section E, 64, m259–m259 (2008)."
/Volumes/Sajid's SSD/MinX-EQ/Akdalaite/0_Akdalaite_298.00_1.00_.cif,Akdalaite,Al₅ O₈,"Yamaguchi G., Okumiya M., Ono S., Refinement of the structure of tohdite 5Al2O3*H2O, Bulletin of the Chemical Society of Japan, 42, 2247–2249 (1969)."
/Volumes/Sajid's SSD/MinX-EQ/Esperite/0_Esperite_298.00_1.00_.cif,Esperite,Pb Ca₂ Zn₃ Si₃ O₁₂,"Tait K. T., Yang H., Downs R. T., Li C., Pinch W. W., The crystal structure of esperite, with a revised chemical formula, PbCa2(ZnSiO4)3, isostructural with beryllonite, American Mineralogist, 95, 699–705 (2010)."
/Volumes/Sajid's SSD/MinX-EQ/Wurtzite-10H/0_Wurtzite-10H_298.00_1.00_.cif,Wurtzite-10H,Zn₅ S₅,"Evans H. T., McKnight E. T., New wurtzite polytypes from Joplin, Missouri, American Mineralogist, 44, 1210–1218 (1959)."
/Volumes/Sajid's SSD/MinX-EQ/Lonsdaleite/0_Lonsdaleite_298.00_1.00_.cif,Lonsdaleite,C,"Bundy F. P., Kasper J. S., Hexagonal diamond-a new form of carbon, Journal of Chemical Physics, 46, 3437–3446 (1967)."
/Volumes/Sajid's SSD/MinX-EQ/Rooseveltite/0_Rooseveltite_298.00_1.00_.cif,Rooseveltite,Bi As O₄,"Bedlivy D., Mereiter K., Structure of alpha-BiAsO4 (rooseveltite) Note: AnisoU's from ICSD, Acta Crystallographica, Section B, 38, 1559–1561 (1982)."
/Volumes/Sajid's SSD/MinX-EQ/Roxbyite/0_Roxbyite_298.00_1.00_.cif,Roxbyite,Cu₂₉ S₁₆,"Mumme W. G., Gable R. W., Petricek V., The crystal structure of roxbyite, Cu58S32, The Canadian Mineralogist, 50, 423–430 (2012)."
/Volumes/Sajid's SSD/MinX-EQ/Dzierzanowskite/0_Dzierzanowskite_298.00_1.00_.cif,Dzierzanowskite,Ca Cu₂ S₂,"Purdy A. P., Ammonothermal crystal growth of sulfide materials, Chemistry of Materials, 10, 692–694 (1998)."
/Volumes/Sajid's SSD/MinX-EQ/Chevkinite-(Ce)/0_Chevkinite-(Ce)_298.00_1.00_.cif,Chevkinite-(Ce),Ce₄ Fe₃ Ti₂ Si₄ O₂₂,"Sokolova E. V., Hawthorne F. C., Della Ventura. G., Kartashov P. M., Chevkinite-(Ce): Crystal structure and the effect of moderate radiation-induced damage on site-occupancy refinement Crystal (1), The Canadian Mineralogist, 42, 1013–1025 (2004)."
/Volumes/Sajid's SSD/MinX-EQ/Kladnoite/0_Kladnoite_298.00_1.00_.cif,Kladnoite,C₈ N O₂ H₅,"Matzat E., Die kristallstruktur des phtalimids (kladnoit), Acta Crystallographica, Section B, 28, 415–418 (1972)."
/Volumes/Sajid's SSD/MinX-EQ/Kinoite/0_Kinoite_298.00_1.00_.cif,Kinoite,Cu₂ Ca₂ Si₃ O₁₂ H₄,"Laughon R. B., The crystal structure of kinoite, American Mineralogist, 56, 193–200 (1971)."
/Volumes/Sajid's SSD/MinX-EQ/Cuproiridsite/0_Cuproiridsite_10.00_1.00_.cif,Cuproiridsite,Cu Ir₂ S₄,"Furubayashi T., Matsumoto T., Hagino T., Nagata S., Structural and magnetic studies of metal-insulator transition in thiospinel CuIr2S4 Sample: T = 10 K, low temperature form, Journal of the Physical Society of Japan, 63, 3333–3339 (1994)."
/Volumes/Sajid's SSD/MinX-EQ/Variscite/0_Variscite_298.00_1.00_.cif,Variscite,Al P O₆ H₄,"Kniep R., Mootz D., Vegas A., Variscite, Acta Crystallographica, Section B, 33, 263–265 (1977)."
/Volumes/Sajid's SSD/MinX-EQ/Hydrodresserite/0_Hydrodresserite_298.00_1.00_.cif,Hydrodresserite,Ba Al₂ C₂ O₁₃ H₁₀,"Szymanski J. T., The crystal structure of hydrodresserite BaAl2(CO3)2(OH)4.3H2O, The Canadian Mineralogist, 20, 253–262 (1982)."
/Volumes/Sajid's SSD/MinX-EQ/Plutonium-gamma/0_Plutonium-gamma_508.00_1.00_.cif,Plutonium-gamma,Pu,"Wyckoff R. W. G., Second edition. Interscience Publishers, New York, New York Sample at T = 508 K, Crystal Structures, 1, 7–83 (1963)."
/Volumes/Sajid's SSD/MinX-EQ/Aikinite/0_Aikinite_298.00_1.00_.cif,Aikinite,Pb Cu Bi S₃,"Kohatsu I., Wuensch B. J., The crystal structure of aikinite, PbCuBiS3 Note: B(3,3) altered for Pb and Cu, in order to reproduce Biso, Acta Crystallographica, Section B, 27, 1245–1252 (1971)."
/Volumes/Sajid's SSD/MinX-EQ/Hydroxylwagnerite/0_Hydroxylwagnerite_298.00_1.00_.cif,Hydroxylwagnerite,Mg₂ P O₅ H,"Raade G., Romming C., The crystal structure of beta-Mg2PO4OH, a synthetic hydroxyl analogue of wagnerite, Zeitschrift fur Kristallographie, 177, 15–26 (1986)."
/Volumes/Sajid's SSD/MinX-EQ/Kirchhoffite/0_Kirchhoffite_298.00_1.00_.cif,Kirchhoffite,Cs B Si₂ O₆,"Agakhanov A. A., Pautov L. A., Karpenko V. Y., Sokolova E., Hawthorne F. C., Kirchhoffite, CsBSi2O6, a new mineral species from the Darai-Pioz Alkaline Massif,Tajikistan: Description and crystal structure, The Canadian Mineralogist, 50, 523–529 (2012)."
/Volumes/Sajid's SSD/MinX-EQ/Antigorite-T/0_Antigorite-T_298.00_1.00_.cif,Antigorite-T,Mg₃₉ Si₂₈ O₁₂₀,"Dodony I., Posfai M., Buseck P. R., Revised structure models for antigorite: An HRTEM study Note: n = 14, American Mineralogist, 87, 1443–1457 (2002)."
/Volumes/Sajid's SSD/MinX-EQ/Stilpnomelane/0_Stilpnomelane_298.00_1.00_.cif,Stilpnomelane,Fe₂ Si₃ O₉,"Guggenheim S., Eggleton R. A., Stilpnomelane and parsettensite: A distance least squares (DLS) study Note: this is a theoretical structure, American Mineralogist, 79, 438–442 (1994)."
/Volumes/Sajid's SSD/MinX-EQ/Molybdenum/0_Molybdenum_298.00_1.00_.cif,Molybdenum,Mo,"Wyckoff R. W. G., Second edition. Interscience Publishers, New York, New York Cubic closest packed, ccp, structure, Crystal Structures, 1, 7–83 (1963)."
/Volumes/Sajid's SSD/MinX-EQ/Chlorbartonite/0_Chlorbartonite_298.00_1.00_.cif,Chlorbartonite,K₆ Fe₂₄ S₂₆ Cl,"Yakovenchuk V. N., Pakhomovsky Y. A., Men'shikov Y. P., Ivanyuk G. Y., Krivovichev S. V., Burns P. C., Chlorbartonite, K6Fe24S26(Cl,S), a new mineral species from a hydrothermal vein in the Khibina Massif, Kola Peninsula, Russia: Description and crystal structure, The Canadian Mineralogist, 41, 503–511 (2003)."
/Volumes/Sajid's SSD/MinX-EQ/Glauconite/0_Glauconite_298.00_1.00_.cif,Glauconite,K Al₂ Si₄ O₁₂ H₂,"Drits V. A., Zviagina B. B., McCarty D. K., Salyn A. L., Factors responsible for crystal-chemical variations in the solid solutions from illite to aluminoceladonite and from glauconite to celadonite Sample Name: 68-69, American Mineralogist, 95, 348–361 (2010)."
/Volumes/Sajid's SSD/MinX-EQ/Natisite/0_Natisite_298.00_1.00_.cif,Natisite,Na₂ Ti Si O₅,"Nyman H., O'Keeffe M., Bovin J. O., Sodium titanium silicate, Na2TiSiO5 Note: anisoU's from ICSD, Acta Crystallographica, Section B, 34, 905–906 (1978)."
/Volumes/Sajid's SSD/MinX-EQ/Mushistonite/0_Mushistonite_298.00_1.00_.cif,Mushistonite,Cu Sn (O₆ H₆),"Morgenstern-Badarau I., Effet Jahn-Teller et structure cristalline de l'hydroxyde CuSn(OH)6, Journal of Solid State Chemistry, 17, 399–406 (1976)."
/Volumes/Sajid's SSD/MinX-EQ/Poyarkovite/0_Poyarkovite_298.00_1.00_.cif,Poyarkovite,Hg₃ Cl O,"Vasil'ev V. I., Pervukhina N. V., Romanenko G. V., Magarill S. A., Borisov S. V., New data on the mercury oxide-chloride mineral poyarkovite: The second find, and crystal-structure determination, The Canadian Mineralogist, 37, 119–126 (1999)."
/Volumes/Sajid's SSD/MinX-EQ/Lithidionite/0_Lithidionite_298.00_1.00_.cif,Lithidionite,K Na Cu Si₄ O₁₀,"Pozas J. M. M., Rossi G., Tazzoli V., Re-examination and crystal structure analysis of litidionite, American Mineralogist, 60, 471–474 (1975)."
/Volumes/Sajid's SSD/MinX-EQ/Tashelgite/0_Tashelgite_298.00_1.00_.cif,Tashelgite,Al₉ Fe Mg Ca O₁₇ H,"Rastsvetaeva R. K., Aksenov S. M., Verin I. A., Crystal structure of complex natural aluminum magnesium calcium iron oxide, Crystallography Reports, 55, 563–568 (2010)."
/Volumes/Sajid's SSD/MinX-EQ/Dolerophanite/0_Dolerophanite_298.00_1.00_.cif,Dolerophanite,Cu₂ S O₅,"Effenberger H., Cu2O(SO4), dolerophanite: Refinement of the crystal structure with a comparison of [OCu(II)4] tetrahedra in inorganic compounds, Monatshefte fur Chemie, 116, 927–931 (1985)."
/Volumes/Sajid's SSD/MinX-EQ/Bismoclite/0_Bismoclite_298.00_1.00_.cif,Bismoclite,Bi O Cl,"Keramidas K. G., Voutsas G. P., Rentzeperis P. I., The crystal structure of BiOCl, Zeitschrift fur Kristallographie, 205, 35–40 (1993)."
/Volumes/Sajid's SSD/MinX-EQ/Clausthalite/0_Clausthalite_298.00_1.00_.cif,Clausthalite,Pb Se,"Ramsdell L. S., The crystal structures of some metallic sulfides, American Mineralogist, 10, 281–304 (1925)."
/Volumes/Sajid's SSD/MinX-EQ/Tobermorite/0_Tobermorite_298.00_1.00_.cif,Tobermorite,Si₃ O₉ Ca₃ H,"Merlino S., Bonaccorsi E., Armbruster T., Tobermorites: Their real structure and order-disorder (OD) character Sample: 9 Angstrom, American Mineralogist, 84, 1613–1621 (1999)."
/Volumes/Sajid's SSD/MinX-EQ/Pharmacolite/0_Pharmacolite_298.00_1.00_.cif,Pharmacolite,Ca As O₆ H₅,"Ferraris G., Jones D. W., Yerkess J., Determination of hydrogen atom positions in the crystal structure of pharmacolite, CaHAsO4(H2O)2, by neutron diffraction, Acta Crystallographica, Section B, 27, 349–354 (1971)."
/Volumes/Sajid's SSD/MinX-EQ/Monazite-(Pr)/0_Monazite-(Pr)_298.00_1.00_.cif,Monazite-(Pr),Pr P O₄,"Ni Y., Hughes J. M., Mariano A. N., Crystal chemistry of the monazite and xenotime structures, American Mineralogist, 80, 21–26 (1995)."
/Volumes/Sajid's SSD/MinX-EQ/Hydroxyl-herderite/0_Hydroxyl-herderite_298.00_1.00_.cif,Hydroxyl-herderite,Ca P Be O₅ H,"Lager G. A., Gibbs G. V., A refinement of the crystal structure of herderite, CaBePO4OH, American Mineralogist, 59, 919–925 (1974)."
/Volumes/Sajid's SSD/MinX-EQ/Jasmundite/0_Jasmundite_298.00_1.00_.cif,Jasmundite,Ca₁₁ Si₄ O₁₈ S,"Dent Glasser. L. S., Lee C. K., The structure of jasmundite, Ca22(SiO4)8O4S2, Acta Crystallographica, Section B, 37, 803–806 (1981)."
/Volumes/Sajid's SSD/MinX-EQ/Chervetite/0_Chervetite_298.00_1.00_.cif,Chervetite,Pb₂ V₂ O₇,"Kawahara A., La structure cristalline de la chervetite, Bulletin de la Societe Francaise de Mineralogie et de Cristallographie, 90, 279–284 (1967)."
/Volumes/Sajid's SSD/MinX-EQ/Molybdomenite/0_Molybdomenite_298.00_1.00_.cif,Molybdomenite,Pb Se O₃,"Pasero M., Rotiroti N., The crystal structure of molybdomenite, PbSeO3, Neues Jahrbuch fur Mineralogie, Monatshefte, 2003, 145–152 (2003)."
/Volumes/Sajid's SSD/MinX-EQ/Rosenhahnite/0_Rosenhahnite_298.00_1.00_.cif,Rosenhahnite,Ca₃ Si₃ O₁₀ H₂,"Wan C., Ghose S., Gibbs G. V., Rosenhahnite, Ca3Si3O8(OH)2: crystal structure and the stereochemical configuration of the hydroxylated trisilicate group, [Si3O8(OH)2] Note: sample is from Mendocino County, California, American Mineralogist, 62, 503–512 (1977)."
/Volumes/Sajid's SSD/MinX-EQ/Kelyanite/0_Kelyanite_298.00_1.00_.cif,Kelyanite,Hg₁₂ Sb O₆ Br Cl₂,"Pervukhina N. V., Borisov S. V., Magarill S. A., Naumov D. Y., Vasilev V. I., The crystal structure of kelyanite (Hg2)6(SbO6)BrCl2, American Mineralogist, 93, 1666–1669 (2008)."
/Volumes/Sajid's SSD/MinX-EQ/Brandholzite/0_Brandholzite_298.00_1.00_.cif,Brandholzite,Sb₂ Mg H₂₄ O₁₈,"Friedrich A., Wildner M., Tillmanns E., Merz P. L., Crystal chemistry of the new mineral brandholzite, Mg(H2O)6[Sb(OH)6]2, and of the synthetic analogues M(H2O)6[Sb(OH)6]2 (Me=Mg,Co), American Mineralogist, 85, 593–599 (2000)."
/Volumes/Sajid's SSD/MinX-EQ/Leiteite/0_Leiteite_298.00_1.00_.cif,Leiteite,As₂ Zn O₄,"Ghose S., Sen Gupta. P. K., Schlemper E. O., Leiteite, ZnAs2O4: A novel type of tetrahedral layer structure with arsenite chains, American Mineralogist, 72, 629–632 (1987)."
/Volumes/Sajid's SSD/MinX-EQ/Ordonezite/0_Ordonezite_298.00_1.00_.cif,Ordonezite,Zn Sb₂ O₆,"Ercit T. S., Foord E. E., Fitzpatrick J. J., Ordonezite from the Theodoso Soto Mine, Sapioris, Durango, Mexico: New data and structure refinement, The Canadian Mineralogist, 40, 1207–1210 (2002)."
/Volumes/Sajid's SSD/MinX-EQ/Beaverite-(Cu)/0_Beaverite-(Cu)_298.00_1.00_.cif,Beaverite-(Cu),Pb Fe₃ S₂ O₁₄ H₆,"Breidenstein B., Schluter J., Gebhard G., On beaverite: new occurrence, chemical data and crystal structure, Neues Jahrbuch fur Mineralogie, Monatshefte, 1992, 213–220 (1992)."
/Volumes/Sajid's SSD/MinX-EQ/Enargite/0_Enargite_298.00_1.00_.cif,Enargite,Cu₃ As S₄,"Adiwidjaja G., Lohn J., Strukturverfeinerung von enargit, Cu3AsS4, Acta Crystallographica, Section B, 26, 1878–1879 (1970)."
/Volumes/Sajid's SSD/MinX-EQ/Litidionite/0_Litidionite_298.00_1.00_.cif,Litidionite,K Na Cu Si₄ O₁₀,"Pozas J. M. M., Rossi G., Tazzoli V., Re-examination and crystal structure analysis of litidionite, American Mineralogist, 60, 471–474 (1975)."
/Volumes/Sajid's SSD/MinX-EQ/Ximengite/0_Ximengite_298.00_1.00_.cif,Ximengite,Bi P O₄,"Mooney-Slater R. C. L., Polymorphic forms of bismuth phosphate, Zeitschrift fur Kristallographie, 117, 371–385 (1962)."
/Volumes/Sajid's SSD/MinX-EQ/Nisbite/0_Nisbite_298.00_1.00_.cif,Nisbite,Ni Sb₂,"Kjekshus A., Rakke T., Andresen A., Compounds of the marcasite type crystal structure. IX. Structural data for FeAs2, FeSe2, NiAs2, NiSb2, and CuSe2, Acta Chemica Scandinavica, A28, 996–1000 (1974)."
/Volumes/Sajid's SSD/MinX-EQ/Hoganite/0_Hoganite_298.00_1.00_.cif,Hoganite,Cu C₄ H₈ O₅,"Meester P., Fletcher S. R., Skapski A. C., Refined crystal structure of tetra-mu-acetato-bisaquodicopper (II), Dalton Transactions, 1973, 2575–2578 (1973)."
/Volumes/Sajid's SSD/MinX-EQ/Trechmannite/0_Trechmannite_298.00_1.00_.cif,Trechmannite,Ag As S₂,"Matsumoto T., Nowacki W., The crystal structure of trechmannite, AgAsS2, Zeitschrift fur Kristallographie, 129, 163–177 (1969)."
/Volumes/Sajid's SSD/MinX-EQ/Ashburtonite/0_Ashburtonite_298.00_1.00_.cif,Ashburtonite,Si₄ Cu₄ Pb₄ C₄ O₂₈ Cl,"Grice J. D., Nickel E. H., Gault R. A., Ashburtonite, a new bicarbonate-silicate mineral from Ashburton Downs, Western Australia: Description and structure determination, American Mineralogist, 76, 1701–1707 (1991)."
/Volumes/Sajid's SSD/MinX-EQ/Ilvaite/0_Ilvaite_138.00_1.00_.cif,Ilvaite,Fe₃ Ca Si₂ O₉ H,"Ghose S., Sen Gupta. P. K., Schlemper E. O., Electron ordering in ilvaite, a mixed-valence iron silicate: crystal structure refinement at 138 K Sample: T = 138 K, American Mineralogist, 70, 1248–1252 (1985)."
/Volumes/Sajid's SSD/MinX-EQ/Colinowensite/0_Colinowensite_293.00_1.00_.cif,Colinowensite,Ba Cu Si₂ O₆,"Sparta K. M., Roth G., Reinvestigation of the structure of BaCuSi2O6 - evidence for a phase transition at high temperature Note: T = 293 K, Acta Crystallographica, Section B, 60, 491–495 (2004)."
/Volumes/Sajid's SSD/MinX-EQ/Wurtzite/0_Wurtzite_298.00_1.00_.cif,Wurtzite-10H,Zn₅ S₅,"Evans H. T., McKnight E. T., New wurtzite polytypes from Joplin, Missouri, American Mineralogist, 44, 1210–1218 (1959)."
/Volumes/Sajid's SSD/MinX-EQ/Uytenbogaardtite/0_Uytenbogaardtite_298.00_1.00_.cif,Uytenbogaardtite,Ag₃ Au S₂,"Messien P., Baiwir M., Tavernier B., Structure cristalline du sulfure mixte d'argent et d'or, Bulletin de la Societe Royal des Sciences de Liege, 35, 727–733 (1966)."
/Volumes/Sajid's SSD/MinX-EQ/Grattarolaite/0_Grattarolaite_298.00_1.00_.cif,Grattarolaite,Fe₃ P O₇,"Modaressi A., Courtois A., Gerardin R., Malaman B., Gleitzer C., Fe3PO7, un cas de coordinence 5 du fer trivalent, etude structurale et magnetique, Journal of Solid State Chemistry, 47, 245–255 (1983)."
/Volumes/Sajid's SSD/MinX-EQ/Tongbaite/0_Tongbaite_298.00_1.00_.cif,Tongbaite,Cr₃ C₂,"Rundqvist S., Runnsjo G., Crystal structure refinement of Cr3C2 Note: values obtained from intensities recorded photographically, Acta Chemica Scandinavica, 23, 1191–1199 (1969)."
/Volumes/Sajid's SSD/MinX-EQ/Barium/0_Barium_5.00_1.00_.cif,Barium,Ba,"Wyckoff R. W. G., Second edition. Interscience Publishers, New York, New York Sample at T = 5 K Body centered cubic, bcc, structure, Crystal Structures, 1, 7–83 (1963)."
/Volumes/Sajid's SSD/MinX-EQ/Skippenite/0_Skippenite_298.00_1.00_.cif,Skippenite,Bi₂ Se₂ Te,"Bindi L., Cipriani C., The crystal structure of skippenite, Bi2Se2Te, from the Kochkar deposit, southern Urals, Russian Federation, The Canadian Mineralogist, 42, 835–840 (2004)."
/Volumes/Sajid's SSD/MinX-EQ/Senandorite/0_Senandorite_298.00_1.00_.cif,Senandorite,Pb Ag Sb₃ S₆,"Sawada H., Kawada I., Hellner E., Tokonami M., The crystal structure of senandorite (andorite VI): PbAgSb3S6, Zeitschrift fur Kristallographie, 180, 141–150 (1987)."
/Volumes/Sajid's SSD/MinX-EQ/Holmium/0_Holmium_298.00_1.00_.cif,Holmium,Ho,"Spedding F. H., Daane A. H., Herrmann K. W., The crystal structures and lattice parameters of high-purity scandium, yttrium and the rare earth metals Note: sample 99.4% pure, Acta Crystallographica, 9, 559–563 (1956)."
/Volumes/Sajid's SSD/MinX-EQ/Cerium/0_Cerium_298.00_1.00_.cif,Cerium,Ce,"Spedding F. H., Daane A. H., Herrmann K. W., The crystal structures and lattice parameters of high-purity scandium, yttrium and the rare earth metals Note: sample 99.9% pure, Acta Crystallographica, 9, 559–563 (1956)."
/Volumes/Sajid's SSD/MinX-EQ/Langbeinite/0_Langbeinite_298.00_1.00_.cif,Langbeinite,K₂ Mg₂ S₃ O₁₂,"Mereiter K., Refinement of the crystal structure of langbeinite, K2Mg2(SO4)3, Neues Jahrbuch fur Mineralogie, Monatshefte, 1979, 182–188 (1979)."
/Volumes/Sajid's SSD/MinX-EQ/Badengzhuite/0_Badengzhuite_298.00_1.00_.cif,Badengzhuite,Ti P,"Wyckoff R. W. G., Second edition. Interscience Publishers, New York, New York, Crystal Structures, 1, 85–237 (1963)."
/Volumes/Sajid's SSD/MinX-EQ/Bischofite/0_Bischofite_298.00_1.00_.cif,Bischofite,Mg Cl₂ O₆ H₁₂,"Agron P. A., Busing W. R., Magnesium dichloride hexahydrate, MgCl2*6H2O, by neutron diffraction, Acta Crystallographica, Section C, 41, 8–10 (1985)."
/Volumes/Sajid's SSD/MinX-EQ/Vuonnemite/0_Vuonnemite_298.00_1.00_.cif,Vuonnemite,Si₄ P₂ Nb₂ Ti₂ Na₁₁ O₂₆,"Ercit T. S., Cooper M. A., Hawthorne F. C., The crystal structure of vuonnemite, Na11TiNb2(Si2O7)2(PO4)2O3(F,OH), a phosphate-bearing sorosilicate of the lomonosovite group, The Canadian Mineralogist, 36, 1311–1320 (1998)."
/Volumes/Sajid's SSD/MinX-EQ/Malachite/0_Malachite_298.00_1.00_.cif,Malachite,Cu₂ O₅ H₂ C,"Susse P., Verfeinerung der kristallstruktur des malachits, Cu2(OH)2CO3, Acta Crystallographica, 22, 146–151 (1967)."
/Volumes/Sajid's SSD/MinX-EQ/Niobium/0_Niobium_298.00_1.00_.cif,Niobium,Nb,"Wyckoff R. W. G., Second edition. Interscience Publishers, New York, New York Body centered cubic, bcc, structure, Crystal Structures, 1, 7–83 (1963)."
/Volumes/Sajid's SSD/MinX-EQ/Gillespite/0_Gillespite_298.00_1.00_.cif,Gillespite,Ba Fe Si₄ O₁₀,"Pabst A., Crystal structure of gillespite, BaFeSi4O10, American Mineralogist, 28, 372–390 (1943)."
/Volumes/Sajid's SSD/MinX-EQ/Aenigmatite/0_Aenigmatite_298.00_1.00_.cif,Aenigmatite,Fe₅ Ti Na₂ Si₆ O₂₀,"Cannillo E., Mazzi F., Fang J. H., Robinson P. D., Ohya Y., The crystal structure of aenigmatite sample CM, American Mineralogist, 56, 427–446 (1971)."
/Volumes/Sajid's SSD/MinX-EQ/Lenaite/0_Lenaite_298.00_1.00_.cif,Lenaite,Ag Fe S₂,"Bindi L., Spry P. G., Pratesi G., Lenaite from the Gies gold-silver telluride deposit, Judith Mountains, Montana, USA: occurrence, composition, and crystal structure, The Canadian Mineralogist, 44, 207–212 (2006)."
/Volumes/Sajid's SSD/MinX-EQ/Hughesite/0_Hughesite_298.00_1.00_.cif,Hughesite,Na₃ Al V₁₀ O₅₀ H₄₄,"Rakovan J., Schmidt G. R., Gunter M. E., Nash B., Marty J., Kampf A. R., Wise W. S., Hughesite, Na3Al(V10O28)*22H2O, a new member of the pascoite family of minerals from the Sunday mine, San Miguel county, Colorado, The Canadian Mineralogist, 49, 1253–1265 (2011)."
/Volumes/Sajid's SSD/MinX-EQ/Heterogenite/0_Heterogenite_298.00_1.00_.cif,Heterogenite,Co O₂ H,"Delaplane R. G., Ibers J. A., Ferraro J. R., Rush J. J., Diffraction and spectroscopic studies of the cobaltic acid system HCoO2 - DCoO2 Note: X-ray study Note: polytype known as Heterogenite-3R, Journal of Chemical Physics, 50, 1920–1927 (1969)."
